season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats,receiving_stats,scoring_stats,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,Liberty League (LL),ll,RPI,"O'Keefe,Patrick",Patrick,O'Keefe,,570,"O'Keefe,Patrick","O'KEEFE,PATRICK",RPI,RPI,1060-6785,1,1,58,58,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,5,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"El Chami,Nicholas",Nicholas,El Chami,,570,"El Chami,Nicholas","EL CHAMI,NICHOLAS",RPI,RPI,1060-7217,1,0,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Frayne,Henry",Henry,Frayne,,570,"Frayne,Henry","FRAYNE,HENRY",RPI,RPI,1060-6788,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Dietrich,Mason",Mason,Dietrich,,570,"Dietrich,Mason","DIETRICH,MASON",RPI,RPI,1060-6975,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Centrella,Eamon",Eamon,Centrella,,570,"Centrella,Eamon","CENTRELLA,EAMON",RPI,RPI,1060-6789,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Keeperman,Cameron",Cameron,Keeperman,,570,"Keeperman,Cameron","KEEPERMAN,CAMERON",RPI,RPI,1060-7229,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Esterly,Nick",Nick,Esterly,,570,"Esterly,Nick","ESTERLY,NICK",RPI,RPI,1060-6978,1,0,91,91,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,174,49,0,0,2,0,1,43.5
2026-27,football,Liberty League (LL),ll,RPI,"Santarelli,Gianluca",Gianluca,Santarelli,,570,"Santarelli,Gianluca","SANTARELLI,GIANLUCA",RPI,RPI,1060-6995,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,2,2,4,4,3.0,.0,.0,2,2,14,0.5,0,1,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Hrycak,Arthur",Arthur,Hrycak,,570,"Hrycak,Arthur","HRYCAK,ARTHUR",RPI,RPI,1060-7226,1,0,93,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Boland,Owen",Owen,Boland,,570,"Boland,Owen","BOLAND,OWEN",RPI,RPI,1060-6786,1,1,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Mackell,Thomas",Thomas,Mackell,,570,"Mackell,Thomas","MACKELL,THOMAS",RPI,RPI,1060-6797,1,0,95,95,0,0,DE,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Meadows,Aaron",Aaron,Meadows,,570,"Meadows,Aaron","MEADOWS,AARON",RPI,RPI,1060-6989,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Chadwick,T.J.",T.J.,Chadwick,,570,"Chadwick,T.J.","CHADWICK,T.J.",RPI,RPI,1060-6799,1,1,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Morello,JT",JT,Morello,,570,"Morello,JT","MORELLO,JT",RPI,RPI,1060-6563,1,1,75,,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,RPI,"Dews,West",West,Dews,,570,"Dews,West","DEWS,WEST",RPI,RPI,1060-7215,1,0,25,25,0,WR,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Styles,Tru",Tru,Styles,,282,"Styles,Tru","STYLES,TRU",Hobart,HOB,1059-8479,1,0,0,0,0,TE,0,0,,,,,,,,,,1,4,0,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Abdus-Salaam,Isa",Isa,Abdus-Salaam,,282,"Abdus-Salaam,Isa","ABDUS-SALAAM,ISA",Hobart,HOB,1059-9494,1,1,1,1,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,4,2,6,6,1.5,.0,.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Harding,Johnny",Johnny,Harding,,282,"Harding,Johnny","HARDING,JOHNNY",Hobart,HOB,1059-8736,1,1,3,3,0,WR,0,0,,,,,,,,,,2,3,1,2,1.5,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Davis,Bryce",Bryce,Davis,,282,"Davis,Bryce","DAVIS,BRYCE",Hobart,HOB,1059-9505,1,0,4,4,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Peterson,Marcus",Marcus,Peterson,,282,"Peterson,Marcus","PETERSON,MARCUS",Hobart,HOB,1059-8180,1,0,5,5,0,WR,0,0,,,,,,,,,,2,34,0,17,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Dixon,Zeshan",Zeshan,Dixon,,282,"Dixon,Zeshan","DIXON,ZESHAN",Hobart,HOB,1059-8460,1,1,5,5A,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Conrath,Aidan",Aidan,Conrath,,282,"Conrath,Aidan","CONRATH,AIDAN",Hobart,HOB,1059-8728,1,1,7,7,0,QB,0,0,5,48,48,0,0,18,9.6,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72,2,172,0,17,10,182.6,10.12,17.20,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Aviles,Xavier",Xavier,Aviles,,282,"Aviles,Xavier","AVILES,XAVIER",Hobart,HOB,1059-8719,1,0,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Bush,Nate",Nate,Bush,,282,"Bush,Nate","BUSH,NATE",Hobart,HOB,1059-9500,1,0,9,9A,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Van Tassel,Ryan",Ryan,Van Tassel,,282,"Van Tassel,Ryan","VAN TASSEL,RYAN",Hobart,HOB,1059-8762,1,1,11,11,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Bonaparte,Latrell",Latrell,Bonaparte,,282,"Bonaparte,Latrell","BONAPARTE,LATRELL",Hobart,HOB,1059-9497,1,1,18,18,0,0,DB,0,,,,,,,,,,,,,,,,,,,0,4,4,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Hansen,Luke",Luke,Hansen,,282,"Hansen,Luke","HANSEN,LUKE",Hobart,HOB,1059-8734,1,1,19,19,0,WR,0,0,,,,,,,,,,1,20,0,20,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Wells,MJ",MJ,Wells,,282,"Wells,MJ","WELLS,MJ",Hobart,HOB,1059-10160,1,0,22,22,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Nolan,Jordan",Jordan,Nolan,,282,"Nolan,Jordan","NOLAN,JORDAN",Hobart,HOB,1059-8750,1,1,26,26,0,WR,0,0,,,,,,,,,,1,28,0,28,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,0,24,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Reynolds,Tristan",Tristan,Reynolds,,282,"Reynolds,Tristan","REYNOLDS,TRISTAN",Hobart,HOB,1059-8757,1,0,27,27,0,RB,0,0,10,53,53,0,0,19,5.3,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,0,26,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Betances,Derik",Derik,Betances,,282,"Betances,Derik","BETANCES,DERIK",Hobart,HOB,1059-10125,1,0,28,28,0,WR,0,0,1,13,13,0,0,13,13.0,13.0,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Taylor,E.J.",E.J.,Taylor,,282,"Taylor,E.J.","TAYLOR,E.J.",Hobart,HOB,1059-8481,1,1,35,35,0,RB,0,0,21,137,140,3,1,29,6.5,137.0,,2,78,1,72,39.0,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,0,1,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"McNulty,Owen",Owen,McNulty,,282,"McNulty,Owen","MCNULTY,OWEN",Hobart,HOB,1059-10145,1,0,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Cumming,Tyler",Tyler,Cumming,,282,"Cumming,Tyler","CUMMING,TYLER",Hobart,HOB,1059-9503,1,0,42,42,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Goff,Collin",Collin,Goff,,282,"Goff,Collin","GOFF,COLLIN",Hobart,HOB,1059-8732,1,0,45,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,247,0,1,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Landry,Sean",Sean,Landry,,282,"Landry,Sean","LANDRY,SEAN",Hobart,HOB,1059-9516,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Huliev,Matt",Matt,Huliev,,282,"Huliev,Matt","HULIEV,MATT",Hobart,HOB,1059-8738,1,1,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Ligarzewski,Jack",Jack,Ligarzewski,,282,"Ligarzewski,Jack","LIGARZEWSKI,JACK",Hobart,HOB,1059-8469,1,1,56,56,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Goodridge,Perry",Perry,Goodridge,,282,"Goodridge,Perry","GOODRIDGE,PERRY",Hobart,HOB,1059-8733,1,0,58,58,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,4,0.5,0,1,4,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Meyers,Sean",Sean,Meyers,,282,"Meyers,Sean","MEYERS,SEAN",Hobart,HOB,1059-8748,1,1,59,59,0,0,LB,0,,,,,,,,,,,,,,,,,,,0,1,6,7,7,1.0,.0,.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Healey,Sam",Sam,Healey,,282,"Healey,Sam","HEALEY,SAM",Hobart,HOB,1059-8737,1,1,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Fleet,Hayden",Hayden,Fleet,,282,"Fleet,Hayden","FLEET,HAYDEN",Hobart,HOB,1059-8731,1,1,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Hricenak-James,Javon",Javon,Hricenak-James,,282,"Hricenak-James,Javon","HRICENAK-JAMES,JAVON",Hobart,HOB,1059-8740,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Jeffay,Jake",Jake,Jeffay,,282,"Jeffay,Jake","JEFFAY,JAKE",Hobart,HOB,1059-8741,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Bouchard,Reed",Reed,Bouchard,,282,"Bouchard,Reed","BOUCHARD,REED",Hobart,HOB,1059-8721,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Larsen,KJ",KJ,Larsen,,282,"Larsen,KJ","LARSEN,KJ",Hobart,HOB,1059-10138,1,0,81,81,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"McKeever,Timothy",Timothy,McKeever,,282,"McKeever,Timothy","MCKEEVER,TIMOTHY",Hobart,HOB,1059-8471,1,1,89,89,0,TE,0,0,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Dillabough,Trey",Trey,Dillabough,,282,"Dillabough,Trey","DILLABOUGH,TREY",Hobart,HOB,1059-8729,1,1,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,1,5,6,6,2.0,.0,.0,1,2,6,1.5,1,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Liberty League (LL),ll,Hobart,"Vos,Hunter",Hunter,Vos,,282,"Vos,Hunter","VOS,HUNTER",Hobart,HOB,1059-8483,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,0,2,3,5,5,2.0,.0,.0,1,2,9,2,1,2,9,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
